Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Precipitation (low resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Snowfall Amount (low resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;06;05;05;00;16.63;89.00;0.00;0.00;0.00;0.00;6.52;186.34
2018;06;05;06;00;17.49;86.00;0.00;0.00;0.00;0.00;3.26;186.34
2018;06;05;07;00;19.46;81.00;0.00;0.00;0.00;0.00;5.77;266.42
2018;06;05;08;00;20.87;76.00;0.00;0.00;0.00;0.00;7.64;278.13
2018;06;05;09;00;22.28;72.00;0.00;0.00;0.00;0.00;5.45;277.59
2018;06;05;10;00;21.90;70.00;0.00;0.00;0.00;0.00;5.04;270.00
2018;06;05;11;00;22.96;64.00;0.00;0.00;0.00;0.00;4.21;289.98
2018;06;05;12;00;23.74;60.00;0.00;0.00;0.00;0.00;4.02;349.70
2018;06;05;13;00;26.25;49.00;0.00;0.00;0.00;0.00;6.30;59.04
2018;06;05;14;00;27.03;44.00;0.00;0.00;0.00;0.00;7.52;73.30
2018;06;05;15;00;27.55;41.00;0.00;0.00;0.00;0.00;9.36;90.00
2018;06;05;16;00;27.62;40.00;0.00;0.00;0.00;0.00;10.81;91.91
2018;06;05;17;00;27.43;40.00;0.00;0.00;0.00;0.00;11.21;95.53
2018;06;05;18;00;26.94;41.00;0.00;0.00;0.00;0.00;9.47;98.75
2018;06;05;19;00;26.10;43.00;0.00;0.00;0.00;0.00;5.96;115.02
2018;06;05;20;00;25.34;46.00;0.30;0.00;0.00;0.00;5.82;111.80
2018;06;05;21;00;24.78;49.00;0.00;0.00;0.00;0.00;4.51;118.61
2018;06;05;22;00;23.68;58.00;0.00;0.00;0.00;0.00;4.45;165.96
2018;06;05;23;00;22.47;66.00;0.30;0.00;0.00;0.00;5.09;225.00
2018;06;06;00;00;20.62;80.00;0.10;0.00;0.00;0.00;10.31;245.22
2018;06;06;01;00;20.37;75.00;0.10;0.00;0.00;0.00;7.49;234.78
2018;06;06;02;00;19.57;80.00;0.10;0.00;0.00;0.00;5.09;225.00
2018;06;06;03;00;19.26;81.00;0.00;0.00;0.00;0.00;4.20;210.96
2018;06;06;04;00;18.93;82.00;0.10;0.00;0.00;0.00;4.55;198.43
2018;06;06;05;00;18.72;80.00;0.20;0.00;0.00;0.00;4.80;192.99
2018;06;06;06;00;19.04;80.00;0.20;0.00;0.00;0.00;4.39;214.99
2018;06;06;07;00;19.84;78.00;0.00;0.00;0.00;0.00;6.49;250.56
2018;06;06;08;00;21.21;74.00;0.00;0.00;0.00;0.00;9.73;267.88
2018;06;06;09;00;21.24;74.00;0.10;0.30;0.00;0.00;10.25;251.57
2018;06;06;10;00;21.06;72.00;0.10;1.20;0.00;0.00;8.53;242.35
2018;06;06;11;00;21.01;71.00;2.20;0.80;0.00;0.00;12.31;254.74
2018;06;06;12;00;19.92;77.00;2.10;0.90;0.00;0.00;12.24;270.00
2018;06;06;13;00;25.91;45.00;0.00;0.10;0.00;0.00;13.36;297.26
2018;06;06;14;00;26.15;44.00;0.00;0.10;0.00;0.00;12.78;302.35
2018;06;06;15;00;26.14;45.00;0.20;0.10;0.00;0.00;12.39;324.46
2018;06;06;16;00;24.79;50.00;0.20;0.10;0.00;0.00;11.62;343.81
2018;06;06;17;00;23.82;55.00;0.10;0.10;0.00;0.00;12.62;356.73
2018;06;06;18;00;23.09;56.00;0.20;0.20;0.00;0.00;10.74;346.43
2018;06;06;19;00;22.91;58.00;0.00;0.20;0.00;0.00;10.70;317.73
2018;06;06;20;00;22.10;62.00;0.00;0.10;0.00;0.00;10.31;294.78
2018;06;06;21;00;20.89;73.00;0.00;0.10;0.00;0.00;10.04;284.53
2018;06;06;22;00;19.95;79.00;0.00;0.00;0.00;0.00;13.55;309.61
2018;06;06;23;00;18.97;81.00;0.00;0.00;0.00;0.00;9.73;308.99
2018;06;07;00;00;18.64;81.00;0.40;0.00;0.00;0.00;9.50;294.62
2018;06;07;01;00;17.95;79.00;0.70;0.20;0.00;0.00;14.40;270.00
2018;06;07;02;00;17.49;78.00;0.50;0.40;0.00;0.00;11.89;268.26
2018;06;07;03;00;17.07;79.00;0.20;0.20;0.00;0.00;10.45;268.03
2018;06;07;04;00;17.04;78.00;0.00;0.00;0.00;0.00;9.47;261.25
2018;06;07;05;00;17.17;78.00;0.00;0.00;0.00;0.00;7.28;261.47
2018;06;07;06;00;17.37;78.00;0.00;0.00;0.00;0.00;5.15;282.09
2018;06;07;07;00;17.69;78.00;0.10;0.50;0.00;0.00;5.15;282.09
2018;06;07;08;00;17.60;82.00;1.40;0.50;0.00;0.00;4.02;280.30
2018;06;07;09;00;17.68;86.00;1.30;0.10;0.00;0.00;6.13;273.37
2018;06;07;10;00;17.87;86.00;1.10;0.20;0.00;0.00;4.83;296.57
2018;06;07;11;00;18.74;82.00;0.00;0.00;0.00;0.00;5.19;303.69
2018;06;07;12;00;19.40;78.00;0.00;0.00;0.00;0.00;5.86;312.51
2018;06;07;13;00;21.89;61.00;0.00;0.00;0.00;0.00;12.10;300.38
2018;06;07;14;00;22.35;60.00;0.00;0.00;0.00;0.00;10.20;312.14
2018;06;07;15;00;21.92;61.00;0.00;0.00;0.00;0.00;7.90;313.15
2018;06;07;16;00;21.68;62.00;0.40;0.00;0.00;0.00;7.24;296.57
2018;06;07;17;00;21.98;62.00;0.70;0.00;0.00;0.00;6.49;289.44
2018;06;07;18;00;21.85;62.00;0.50;0.00;0.00;0.00;6.41;308.16
2018;06;07;19;00;21.28;64.00;0.20;0.00;0.00;0.00;5.62;309.81
2018;06;07;20;00;20.70;67.00;0.00;0.00;0.00;0.00;4.90;306.03
2018;06;07;21;00;19.99;70.00;0.00;0.00;0.00;0.00;3.60;306.87
2018;06;07;22;00;18.90;77.00;0.00;0.00;0.00;0.00;3.55;293.96
2018;06;07;23;00;18.41;81.00;0.00;0.00;0.00;0.00;2.62;285.95
2018;06;08;00;00;17.99;83.00;0.00;0.00;0.00;0.00;0.51;315.00
2018;06;08;01;00;17.49;86.00;0.00;0.00;0.00;0.00;0.72;270.00
2018;06;08;02;00;17.21;88.00;0.00;0.00;0.00;0.00;1.30;236.31
2018;06;08;03;00;16.96;91.00;0.00;0.00;0.00;0.00;1.80;270.00
2018;06;08;04;00;16.78;93.00;0.00;0.00;0.00;0.00;1.14;341.57
2018;06;08;05;00;16.57;94.00;0.00;0.00;0.00;0.00;1.94;21.80
2018;06;08;06;00;16.81;92.00;0.00;0.00;0.00;0.00;2.52;360.00
2018;06;08;07;00;17.63;88.00;0.00;0.00;0.00;0.00;2.60;326.31
2018;06;08;08;00;18.68;79.00;0.00;0.00;0.00;0.00;3.56;315.00
2018;06;08;09;00;20.03;72.00;0.00;0.00;0.00;0.00;3.40;327.99
2018;06;08;10;00;20.92;68.00;0.00;0.00;0.00;0.00;4.35;335.56
2018;06;08;11;00;22.00;63.00;0.00;0.00;0.00;0.00;4.68;337.38
2018;06;08;12;00;22.87;59.00;0.00;0.00;0.00;0.00;6.15;339.44
2018;06;08;13;00;23.67;59.00;0.10;0.10;0.00;0.00;1.61;63.43
2018;06;08;14;00;24.12;56.00;0.10;0.20;0.00;0.00;3.32;49.40
2018;06;08;15;00;23.37;58.00;0.20;0.30;0.00;0.00;3.71;29.05
2018;06;08;16;00;23.61;57.00;0.20;0.30;0.00;0.00;3.62;354.29
2018;06;08;17;00;23.03;58.00;0.20;0.40;0.00;0.00;3.22;333.43
2018;06;08;18;00;22.96;58.00;0.30;0.70;0.00;0.00;3.55;336.04
2018;06;08;19;00;22.60;60.00;0.00;0.40;0.00;0.00;3.55;336.04
2018;06;08;20;00;22.15;63.00;0.00;0.00;0.00;0.00;1.94;291.80
2018;06;08;21;00;21.52;66.00;0.10;0.00;0.00;0.00;3.40;237.99
2018;06;08;22;00;20.39;71.00;0.10;0.00;0.00;0.00;6.19;215.54
2018;06;08;23;00;19.32;76.00;0.10;0.00;0.00;0.00;7.10;210.47
2018;06;09;00;00;18.79;81.00;0.00;0.00;0.00;0.00;5.35;199.65
2018;06;09;01;00;18.45;84.00;0.00;0.00;0.00;0.00;4.38;189.46
2018;06;09;02;00;18.38;84.00;0.00;0.00;0.00;0.00;3.83;221.19
2018;06;09;03;00;18.35;83.00;0.00;0.00;0.00;0.00;2.81;219.81
2018;06;09;04;00;18.32;82.00;0.00;0.00;0.00;0.00;2.88;180.00
2018;06;09;05;00;18.33;80.00;0.00;0.00;0.00;0.00;3.32;167.47
2018;06;09;06;00;18.77;80.00;0.00;0.00;0.00;0.00;3.10;144.46
2018;06;09;07;00;19.76;77.00;0.00;0.00;0.00;0.00;2.10;149.04
2018;06;09;08;00;20.94;74.00;0.00;0.00;0.00;0.00;3.32;139.40
2018;06;09;09;00;21.29;69.00;0.30;0.00;0.00;0.00;4.39;124.99
2018;06;09;10;00;22.19;66.00;0.30;0.00;0.00;0.00;2.28;108.43
2018;06;09;11;00;23.07;62.00;0.20;0.00;0.00;0.00;0.80;26.57
2018;06;09;12;00;23.83;59.00;0.10;0.60;0.00;0.00;3.60;360.00
2018;06;09;13;00;23.84;60.00;0.20;0.30;0.00;0.00;7.49;324.78
2018;06;09;14;00;23.75;60.00;0.20;0.40;0.00;0.00;6.92;332.10
2018;06;09;15;00;23.59;60.00;0.10;0.40;0.00;0.00;3.76;343.30
2018;06;09;16;00;24.34;57.00;0.10;0.20;0.00;0.00;0.51;315.00
2018;06;09;17;00;24.59;56.00;0.20;0.10;0.00;0.00;1.02;135.00
2018;06;09;18;00;24.40;57.00;0.20;0.10;0.00;0.00;2.41;116.57
2018;06;09;19;00;24.01;58.00;0.10;0.10;0.00;0.00;3.55;113.96
2018;06;09;20;00;23.34;61.00;0.00;0.00;0.00;0.00;3.98;84.81
2018;06;09;21;00;22.84;63.00;0.00;0.00;0.00;0.00;4.45;75.96
2018;06;09;22;00;22.13;67.00;0.00;0.00;0.00;0.00;6.29;113.63
2018;06;09;23;00;20.55;75.00;0.00;0.00;0.00;0.00;7.41;150.95
2018;06;10;00;00;19.52;78.00;0.00;0.00;0.00;0.00;5.69;161.57
2018;06;10;01;00;19.16;77.00;0.00;0.00;0.00;0.00;5.12;140.71
2018;06;10;02;00;18.32;80.00;0.00;0.00;0.00;0.00;5.40;126.87
2018;06;10;03;00;17.67;81.00;0.00;0.00;0.00;0.00;5.69;124.70
2018;06;10;04;00;17.42;81.00;0.00;0.00;0.00;0.00;6.30;120.96
2018;06;10;05;00;17.01;84.00;0.00;0.00;0.00;0.00;8.05;116.57
2018;06;10;06;00;17.67;84.00;0.00;0.00;0.00;0.00;5.60;135.00
2018;06;10;07;00;19.64;78.00;0.00;0.00;0.00;0.00;6.83;108.43
2018;06;10;08;00;20.98;75.00;0.00;0.00;0.00;0.00;7.42;112.83
2018;06;10;09;00;23.55;65.00;0.00;0.00;0.00;0.00;2.52;90.00
2018;06;10;10;00;24.46;59.00;0.00;0.00;0.00;0.00;4.90;53.97
2018;06;10;11;00;25.25;55.00;0.00;0.00;0.00;0.00;4.83;63.43
2018;06;10;12;00;26.11;52.00;0.00;0.00;0.00;0.00;3.55;66.04
2018;06;10;13;00;27.79;43.00;0.00;0.00;0.00;0.00;3.76;286.70
2018;06;10;14;00;28.22;42.00;0.00;0.00;0.00;0.00;4.74;278.75
2018;06;10;15;00;28.40;42.00;0.00;0.00;0.00;0.00;5.45;277.59
2018;06;10;16;00;28.48;42.00;0.00;0.00;0.00;0.00;3.60;306.87
2018;06;10;17;00;28.32;43.00;0.00;0.20;0.00;0.00;2.10;329.04
2018;06;10;18;00;27.92;44.00;0.00;0.00;0.00;0.00;0.80;296.57
2018;06;10;19;00;27.16;46.00;0.00;0.00;0.00;0.00;4.69;355.60
2018;06;10;20;00;26.27;50.00;0.00;0.00;0.00;0.00;6.29;13.24
2018;06;10;21;00;25.39;54.00;0.00;0.00;0.00;0.00;4.39;55.01
2018;06;10;22;00;24.58;59.00;0.00;0.00;0.00;0.00;6.48;90.00
2018;06;10;23;00;22.58;71.00;0.00;0.00;0.00;0.00;7.17;107.53
2018;06;11;00;00;21.46;77.00;0.00;0.00;0.00;0.00;7.42;129.09
2018;06;11;01;00;21.13;78.00;0.00;0.00;0.00;0.00;4.58;135.00
2018;06;11;02;00;20.09;82.00;0.00;0.00;0.00;0.00;5.15;102.09
2018;06;11;03;00;19.04;87.00;0.00;0.00;0.00;0.00;5.62;129.81
2018;06;11;04;00;18.73;88.00;0.00;0.00;0.00;0.00;5.40;126.87
2018;06;11;05;00;18.61;88.00;0.00;0.00;0.00;0.00;4.84;131.99
2018;06;11;06;00;19.25;85.00;0.00;0.00;0.00;0.00;5.40;90.00
2018;06;11;07;00;21.33;75.00;0.00;0.00;0.00;0.00;9.03;94.57
2018;06;11;08;00;23.65;67.00;0.00;0.00;0.00;0.00;8.56;112.25
2018;06;11;09;00;25.65;61.00;0.00;0.00;0.00;0.00;6.76;115.20
2018;06;11;10;00;26.92;57.00;0.20;0.00;0.00;0.00;0.80;206.57
2018;06;11;11;00;25.91;56.00;0.50;0.00;0.00;0.00;9.78;276.34
2018;06;11;12;00;25.53;53.00;0.20;0.00;0.00;0.00;10.46;319.18
2018;06;11;13;00;27.16;47.00;0.30;0.10;0.00;0.00;4.68;247.38
2018;06;11;14;00;26.55;49.00;0.90;0.30;0.00;0.00;6.88;222.88
2018;06;11;15;00;25.99;51.00;1.00;0.80;0.00;0.00;6.37;222.71
2018;06;11;16;00;25.60;58.00;1.50;0.80;0.00;0.00;13.48;325.89
2018;06;11;17;00;23.39;74.00;0.50;0.30;0.00;0.00;11.30;350.84
2018;06;11;18;00;23.34;75.00;0.30;0.20;0.00;0.00;10.44;360.00
2018;06;11;19;00;22.71;73.00;0.00;0.00;0.00;0.00;9.36;337.38
2018;06;11;20;00;22.02;78.00;0.00;0.00;0.00;0.00;8.67;318.37
2018;06;11;21;00;21.08;84.00;0.00;0.00;0.00;0.00;8.40;313.26
2018;06;11;22;00;20.35;85.00;0.00;0.00;0.00;0.00;7.49;305.22
2018;06;11;23;00;19.76;89.00;0.00;0.00;0.00;0.00;7.90;329.93
2018;06;12;00;00;19.25;92.00;0.00;0.00;0.00;0.00;10.70;340.35
2018;06;12;01;00;18.56;95.00;0.00;0.00;0.00;0.00;12.43;349.99
2018;06;12;02;00;17.92;95.00;0.00;0.00;0.00;0.00;8.77;340.82
2018;06;12;03;00;17.58;96.00;0.00;0.00;0.00;0.00;6.62;315.00
2018;06;12;04;00;17.38;96.00;0.00;1.10;0.00;0.00;4.68;270.00
2018;06;12;05;00;17.27;96.00;0.20;2.10;0.00;0.00;6.41;231.84
2018;06;12;06;00;17.65;93.00;2.50;3.90;0.00;0.00;5.63;243.43
2018;06;12;07;00;18.83;88.00;1.20;5.40;0.00;0.00;4.74;278.75
2018;06;12;08;00;18.77;90.00;1.40;6.00;0.00;0.00;4.51;298.61
2018;06;12;09;00;18.90;89.00;2.80;5.20;0.00;0.00;5.19;303.69
2018;06;12;10;00;18.88;89.00;1.30;4.50;0.00;0.00;7.86;285.95
2018;06;12;11;00;19.45;77.00;1.50;2.80;0.00;0.00;15.38;253.69
2018;06;12;12;00;18.97;81.00;0.80;3.30;0.00;0.00;20.93;266.05
2018;06;12;13;00;21.10;64.00;0.00;0.00;0.00;0.00;11.09;283.13
2018;06;12;14;00;20.91;64.00;0.00;0.00;0.00;0.00;11.01;281.31
2018;06;12;15;00;21.86;62.00;0.20;0.00;0.00;0.00;10.95;279.46
2018;06;12;16;00;20.81;64.00;0.90;0.00;0.00;0.00;10.66;281.69
2018;06;12;17;00;20.70;64.00;0.80;0.00;0.00;0.00;10.03;291.04
2018;06;12;18;00;20.40;66.00;0.50;0.00;0.00;0.00;9.00;306.87
2018;06;12;19;00;19.84;71.00;0.30;0.00;0.00;0.00;10.64;336.04
2018;06;12;20;00;18.69;80.00;0.40;0.10;0.00;0.00;10.31;335.22
2018;06;12;21;00;17.83;84.00;0.00;0.10;0.00;0.00;10.23;320.71
2018;06;12;22;00;17.21;87.00;0.00;0.00;0.00;0.00;11.49;327.80
2018;06;12;23;00;16.63;93.00;0.00;0.00;0.00;0.00;15.94;341.57
2018;06;13;00;00;15.30;94.00;0.00;0.00;0.00;0.00;20.00;346.46
2018;06;13;01;00;13.83;95.00;0.00;0.00;0.00;0.00;18.86;336.37
2018;06;13;02;00;13.40;95.00;0.00;0.10;0.00;0.00;16.92;330.71
2018;06;13;03;00;13.49;94.00;0.00;0.10;0.00;0.00;16.68;327.34
2018;06;13;04;00;13.42;93.00;0.00;0.30;0.00;0.00;18.40;329.42
2018;06;13;05;00;13.20;89.00;0.20;0.60;0.00;0.00;18.89;329.04
2018;06;13;06;00;13.28;90.00;0.30;0.70;0.00;0.00;17.32;339.30
2018;06;13;07;00;13.43;93.00;0.10;0.50;0.00;0.00;17.87;341.20
2018;06;13;08;00;13.67;93.00;0.00;0.30;0.00;0.00;20.00;346.46
2018;06;13;09;00;13.45;92.00;0.00;0.10;0.00;0.00;21.40;347.37
2018;06;13;10;00;13.73;91.00;0.00;0.00;0.00;0.00;21.76;343.66
2018;06;13;11;00;14.91;85.00;0.00;0.00;0.00;0.00;23.49;344.90
2018;06;13;12;00;15.93;76.00;0.00;0.00;0.00;0.00;24.29;353.19
2018;06;13;13;00;19.74;49.00;0.00;0.00;0.00;0.00;20.42;9.13
2018;06;13;14;00;19.88;49.00;0.00;0.00;0.00;0.00;21.49;8.67
2018;06;13;15;00;20.22;48.00;0.00;0.00;0.00;0.00;20.32;7.13
2018;06;13;16;00;19.94;50.00;0.00;0.00;0.00;0.00;19.83;3.12
2018;06;13;17;00;19.26;52.00;0.00;0.00;0.00;0.00;20.21;4.09
2018;06;13;18;00;19.14;54.00;0.00;0.00;0.00;0.00;20.77;8.97
2018;06;13;19;00;18.43;56.00;0.00;0.00;0.00;0.00;18.08;12.65
2018;06;13;20;00;17.38;59.00;0.00;0.00;0.00;0.00;14.33;11.59
2018;06;13;21;00;16.29;65.00;0.00;0.00;0.00;0.00;10.03;21.04
2018;06;13;22;00;15.18;69.00;0.00;0.00;0.00;0.00;7.15;49.09
2018;06;13;23;00;14.15;73.00;0.00;0.00;0.00;0.00;6.12;90.00
2018;06;14;00;00;13.39;77.00;0.00;0.00;0.00;0.00;5.63;116.57
2018;06;14;01;00;13.64;76.00;0.00;0.00;0.00;0.00;4.35;114.44
2018;06;14;02;00;13.33;79.00;0.00;0.00;0.00;0.00;3.10;125.54
2018;06;14;03;00;12.42;83.00;0.00;0.00;0.00;0.00;3.05;135.00
2018;06;14;04;00;11.81;85.00;0.00;0.00;0.00;0.00;2.62;105.95
2018;06;14;05;00;11.01;91.00;0.00;0.00;0.00;0.00;5.12;129.29
2018;06;14;06;00;11.54;88.00;0.00;0.00;0.00;0.00;3.71;150.95
2018;06;14;07;00;12.89;81.00;0.00;0.00;0.00;0.00;1.30;146.31
2018;06;14;08;00;14.93;74.00;0.00;0.00;0.00;0.00;1.61;63.43
2018;06;14;09;00;17.01;64.00;0.00;0.00;0.00;0.00;5.51;78.69
2018;06;14;10;00;18.22;59.00;0.00;0.00;0.00;0.00;5.63;63.43
2018;06;14;11;00;19.31;53.00;0.00;0.00;0.00;0.00;5.15;65.22
2018;06;14;12;00;20.33;47.00;0.00;0.00;0.00;0.00;5.62;50.19
2018;06;14;13;00;20.66;45.00;0.00;0.00;0.00;0.00;5.51;348.69
2018;06;14;14;00;21.42;43.00;0.00;0.00;0.00;0.00;7.57;334.65
2018;06;14;15;00;21.83;42.00;0.00;0.00;0.00;0.00;8.53;332.35
2018;06;14;16;00;22.06;40.00;0.00;0.00;0.00;0.00;8.53;332.35
2018;06;14;17;00;22.06;39.00;0.00;0.00;0.00;0.00;9.09;326.31
2018;06;14;18;00;21.81;41.00;0.00;0.00;0.00;0.00;9.20;329.42
2018;06;14;19;00;21.37;44.00;0.00;0.00;0.00;0.00;9.98;334.36
2018;06;14;20;00;20.67;47.00;0.00;0.00;0.00;0.00;9.53;349.11
2018;06;14;21;00;19.53;54.00;0.00;0.00;0.00;0.00;7.92;360.00
2018;06;14;22;00;18.32;62.00;0.00;0.00;0.00;0.00;4.32;360.00
2018;06;14;23;00;17.43;69.00;0.00;0.00;0.00;0.00;1.14;18.43
2018;06;15;00;00;16.93;69.00;0.00;0.00;0.00;0.00;1.02;135.00
2018;06;15;01;00;16.42;69.00;0.00;0.00;0.00;0.00;0.72;360.00
2018;06;15;02;00;15.78;71.00;0.00;0.00;0.00;0.00;5.12;320.71
2018;06;15;03;00;14.94;74.00;0.00;0.00;0.00;0.00;5.69;304.70
2018;06;15;04;00;14.35;78.00;0.00;0.00;0.00;0.00;5.09;278.13
2018;06;15;05;00;14.15;80.00;0.00;0.00;0.00;0.00;4.80;257.01
2018;06;15;06;00;14.78;79.00;0.00;0.00;0.00;0.00;3.96;270.00
2018;06;15;07;00;15.97;76.00;0.00;0.00;0.00;0.00;1.61;296.57
2018;06;15;08;00;17.49;69.00;0.00;0.00;0.00;0.00;2.55;351.87
2018;06;15;09;00;19.31;61.00;0.00;0.00;0.00;0.00;5.15;347.91
2018;06;15;10;00;20.77;54.00;0.00;0.00;0.00;0.00;7.77;346.61
2018;06;15;11;00;21.66;50.00;0.00;0.00;0.00;0.00;9.83;351.57
2018;06;15;12;00;22.58;48.00;0.00;0.00;0.00;0.00;12.25;1.68
2018;06;15;13;00;22.98;49.00;0.00;0.00;0.00;0.00;17.02;353.93
2018;06;15;14;00;23.61;46.00;0.00;0.00;0.00;0.00;16.94;357.56
2018;06;15;15;00;24.06;46.00;0.00;0.00;0.00;0.00;15.84;1.30
2018;06;15;16;00;24.13;46.00;0.00;0.00;0.00;0.00;14.56;8.53
2018;06;15;17;00;24.10;47.00;0.00;0.00;0.00;0.00;12.22;13.63
2018;06;15;18;00;23.68;49.00;0.00;0.00;0.00;0.00;10.59;9.78
2018;06;15;19;00;23.19;50.00;0.00;0.00;0.00;0.00;9.36;360.00
2018;06;15;20;00;22.45;56.00;0.00;0.00;0.00;0.00;9.37;357.80
2018;06;15;21;00;20.45;68.00;0.00;0.00;0.00;0.00;7.21;2.86
2018;06;15;22;00;18.68;73.00;0.00;0.00;0.00;0.00;3.22;333.43
2018;06;15;23;00;17.69;73.00;0.00;0.00;0.00;0.00;2.28;251.57
2018;06;16;00;00;17.21;72.00;0.00;0.00;0.00;0.00;1.30;236.31
2018;06;16;01;00;16.73;74.00;0.00;0.00;0.00;0.00;1.48;255.96
2018;06;16;02;00;16.35;76.00;0.00;0.00;0.00;0.00;2.19;260.54
2018;06;16;03;00;15.75;80.00;0.00;0.00;0.00;0.00;2.19;260.54
2018;06;16;04;00;15.06;83.00;0.00;0.00;0.00;0.00;2.10;239.04
2018;06;16;05;00;14.53;85.00;0.00;0.00;0.00;0.00;2.74;203.20
2018;06;16;06;00;15.30;83.00;0.00;0.00;0.00;0.00;0.36;180.00
2018;06;16;07;00;17.01;77.00;0.00;0.00;0.00;0.00;0.72;270.00
2018;06;16;08;00;18.77;71.00;0.00;0.00;0.00;0.00;0.00;180.00
2018;06;16;09;00;20.60;63.00;0.00;0.00;0.00;0.00;0.36;360.00
2018;06;16;10;00;22.38;53.00;0.00;0.00;0.00;0.00;1.44;360.00
2018;06;16;11;00;23.64;47.00;0.00;0.00;0.00;0.00;2.55;351.87
2018;06;16;12;00;24.37;46.00;0.00;0.00;0.00;0.00;4.68;337.38
2018;06;16;13;00;25.09;44.00;0.00;0.00;0.00;0.00;4.35;24.44
2018;06;16;14;00;25.40;44.00;0.00;0.00;0.00;0.00;4.38;9.46
2018;06;16;15;00;25.85;44.00;0.00;0.00;0.00;0.00;4.45;345.96
2018;06;16;16;00;26.01;42.00;0.00;0.00;0.00;0.00;6.41;321.84
2018;06;16;17;00;25.78;43.00;0.00;0.30;0.00;0.00;9.69;311.99
2018;06;16;18;00;25.12;47.00;0.10;0.20;0.00;0.00;13.58;302.01
2018;06;16;19;00;23.94;53.00;0.00;0.20;0.00;0.00;14.12;289.36
2018;06;16;20;00;22.78;59.00;0.00;0.00;0.00;0.00;12.57;283.24
2018;06;16;21;00;21.29;65.00;0.00;0.00;0.00;0.00;11.90;273.47
2018;06;16;22;00;20.10;69.00;0.10;0.00;0.00;0.00;11.53;268.21
2018;06;16;23;00;19.59;72.00;0.00;0.00;0.00;0.00;10.08;270.00
2018;06;17;00;00;18.85;78.00;0.00;0.00;0.00;0.00;8.67;274.76
2018;06;17;01;00;18.48;81.00;0.00;0.00;0.00;0.00;7.24;275.71
2018;06;17;02;00;18.15;81.00;0.00;0.00;0.00;0.00;6.92;261.03
2018;06;17;03;00;18.11;81.00;0.00;0.00;0.00;0.00;6.99;258.11
2018;06;17;04;00;17.96;82.00;0.00;0.00;0.00;0.00;6.85;273.01
2018;06;17;05;00;17.98;82.00;0.00;0.00;0.00;0.00;5.76;270.00
2018;06;17;06;00;18.41;80.00;0.00;0.00;0.00;0.00;5.69;288.43
2018;06;17;07;00;18.72;79.00;0.00;0.60;0.00;0.00;8.21;285.26
2018;06;17;08;00;19.40;71.00;0.00;0.50;0.00;0.00;11.16;270.00
2018;06;17;09;00;19.82;68.00;0.00;0.40;0.00;0.00;11.52;270.00
2018;06;17;10;00;19.96;68.00;0.00;0.40;0.00;0.00;12.62;273.27
2018;06;17;11;00;20.20;68.00;0.00;0.40;0.00;0.00;14.04;270.00
2018;06;17;12;00;21.01;65.00;0.00;0.30;0.00;0.00;15.14;272.73
2018;06;17;13;00;20.83;63.00;0.20;0.20;0.00;0.00;9.79;287.10
2018;06;17;14;00;21.72;57.00;0.10;0.20;0.00;0.00;10.39;284.04
2018;06;17;15;00;21.51;57.00;0.10;0.30;0.00;0.00;15.19;283.71
2018;06;17;16;00;21.25;59.00;0.20;0.30;0.00;0.00;19.06;280.89
2018;06;17;17;00;20.78;60.00;0.00;0.00;0.00;0.00;17.23;280.84
2018;06;17;18;00;20.82;61.00;0.00;0.00;0.00;0.00;16.28;288.03
2018;06;17;19;00;20.27;62.00;0.00;0.00;0.00;0.00;15.78;297.15
2018;06;17;20;00;19.95;63.00;0.00;0.00;0.00;0.00;10.30;323.53
2018;06;17;21;00;19.00;72.00;0.00;0.00;0.00;0.00;7.75;338.20
2018;06;17;22;00;18.09;76.00;0.00;0.00;0.00;0.00;4.51;298.61
2018;06;17;23;00;17.14;76.00;0.00;0.00;0.00;0.00;5.40;270.00
2018;06;18;00;00;16.31;76.00;0.00;0.00;0.00;0.00;5.77;266.42
2018;06;18;01;00;15.60;78.00;0.00;0.00;0.00;0.00;5.51;258.69
2018;06;18;02;00;15.25;77.00;0.00;0.00;0.00;0.00;4.83;243.43
2018;06;18;03;00;14.76;78.00;0.00;0.00;0.00;0.00;3.89;236.31
2018;06;18;04;00;14.16;79.00;0.00;0.00;0.00;0.00;4.69;212.47
2018;06;18;05;00;13.62;80.00;0.00;0.00;0.00;0.00;5.48;203.20
2018;06;18;06;00;14.58;78.00;0.00;0.00;0.00;0.00;2.88;180.00
2018;06;18;07;00;15.95;75.00;0.00;0.00;0.00;0.00;1.80;180.00
2018;06;18;08;00;17.67;70.00;0.00;0.00;0.00;0.00;0.00;180.00
2018;06;18;09;00;19.18;64.00;0.00;0.00;0.00;0.00;2.16;360.00
2018;06;18;10;00;20.39;59.00;0.00;0.00;0.00;0.00;1.84;348.69
2018;06;18;11;00;21.65;54.00;0.00;0.00;0.00;0.00;2.90;330.26
2018;06;18;12;00;22.67;49.00;0.00;0.00;0.00;0.00;3.71;330.95
2018;06;18;13;00;23.55;43.00;0.00;0.00;0.00;0.00;11.02;308.37
