Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Precipitation (low resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Snowfall Amount (low resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;01;01;00;00;10.50;68.00;0.00;0.00;0.00;0.00;28.67;241.50
2018;01;01;01;00;9.79;74.00;0.20;0.00;0.00;0.00;26.81;247.91
2018;01;01;02;00;8.97;75.00;0.20;0.50;0.00;0.00;27.35;253.95
2018;01;01;03;00;8.69;75.00;0.00;0.40;0.00;0.00;32.27;259.07
2018;01;01;04;00;7.96;74.00;0.00;0.00;0.00;0.00;30.22;257.62
2018;01;01;05;00;7.36;74.00;0.00;0.00;0.00;0.00;28.64;255.44
2018;01;01;06;00;6.81;74.00;0.00;0.00;0.00;0.00;27.10;253.01
2018;01;01;07;00;6.15;75.00;0.00;0.00;0.00;0.00;25.67;247.75
2018;01;01;08;00;5.90;74.00;0.00;0.00;0.00;0.00;25.92;244.50
2018;01;01;09;00;5.93;75.00;0.00;0.00;0.00;0.00;24.49;245.70
2018;01;01;10;00;6.75;71.00;0.10;0.10;0.00;0.00;27.90;252.73
2018;01;01;11;00;7.21;67.00;0.00;0.00;0.00;0.00;28.24;252.95
2018;01;01;12;00;7.82;63.00;0.00;0.00;0.00;0.00;26.81;247.91
2018;01;01;13;00;9.48;56.00;0.00;0.00;0.00;0.00;25.99;233.45
2018;01;01;14;00;9.11;60.00;0.00;0.00;0.00;0.00;27.96;214.51
2018;01;01;15;00;8.30;62.00;0.00;0.00;0.00;0.00;29.76;212.15
2018;01;01;16;00;8.20;54.00;0.00;0.00;0.00;0.00;29.83;203.47
2018;01;01;17;00;8.08;49.00;0.00;0.00;0.00;0.00;33.95;214.20
2018;01;01;18;00;6.53;65.00;0.30;0.30;0.00;0.00;45.69;220.85
2018;01;01;19;00;6.27;66.00;0.10;0.30;0.00;0.00;50.93;226.72
2018;01;01;20;00;6.18;67.00;0.00;0.10;0.00;0.00;45.09;227.26
2018;01;01;21;00;6.45;70.00;0.00;0.10;0.00;0.00;40.30;228.62
2018;01;01;22;00;6.14;75.00;0.20;0.10;0.00;0.00;44.12;248.46
2018;01;01;23;00;5.18;82.00;0.60;0.40;0.00;0.00;43.06;264.24
2018;01;02;00;00;5.50;80.00;0.30;1.20;0.00;0.00;46.19;265.98
2018;01;02;01;00;4.93;81.00;0.00;1.10;0.00;0.00;43.92;269.53
2018;01;02;02;00;4.51;82.00;0.00;0.50;0.00;0.00;33.12;269.38
2018;01;02;03;00;4.48;82.00;0.00;0.20;0.00;0.00;33.20;260.64
2018;01;02;04;00;4.38;85.00;0.00;0.10;0.00;0.00;29.88;270.00
2018;01;02;05;00;4.23;86.00;0.00;0.20;0.00;0.00;28.09;271.47
2018;01;02;06;00;4.09;86.00;0.00;0.40;0.00;0.00;25.94;267.61
2018;01;02;07;00;3.95;85.00;0.00;0.30;0.00;0.00;26.68;266.91
2018;01;02;08;00;3.70;85.00;0.00;0.10;0.00;0.00;25.96;266.82
2018;01;02;09;00;3.83;84.00;0.00;0.20;0.00;0.00;27.04;266.95
2018;01;02;10;00;4.40;82.00;0.00;0.10;0.00;0.00;29.89;268.62
2018;01;02;11;00;4.95;79.00;0.00;0.00;0.00;0.00;31.85;275.84
2018;01;02;12;00;5.46;76.00;0.00;0.00;0.00;0.00;30.55;278.13
2018;01;02;13;00;7.00;71.00;0.00;0.00;0.00;0.00;24.97;275.79
2018;01;02;14;00;7.23;70.00;0.00;0.00;0.00;0.00;21.25;268.06
2018;01;02;15;00;7.69;68.00;0.00;0.00;0.00;0.00;19.49;258.27
2018;01;02;16;00;7.86;64.00;0.00;0.00;0.00;0.00;17.76;252.30
2018;01;02;17;00;7.09;67.00;0.00;0.00;0.00;0.00;17.78;238.24
2018;01;02;18;00;6.77;64.00;0.00;0.00;0.00;0.00;16.79;239.04
2018;01;02;19;00;6.75;59.00;0.00;0.00;0.00;0.00;14.77;226.97
2018;01;02;20;00;6.85;66.00;0.00;0.00;0.00;0.00;17.79;215.94
2018;01;02;21;00;5.02;74.00;0.40;0.10;0.00;0.00;30.15;213.31
2018;01;02;22;00;4.66;72.00;1.40;0.90;0.00;0.00;23.09;210.96
2018;01;02;23;00;5.40;75.00;0.50;0.20;0.00;0.00;12.98;223.88
2018;01;03;00;00;6.99;78.00;0.00;0.00;0.00;0.00;4.33;228.37
2018;01;03;01;00;8.77;78.00;0.00;0.00;0.00;0.00;4.51;241.39
2018;01;03;02;00;9.56;78.00;0.00;0.00;0.00;0.00;16.18;237.72
2018;01;03;03;00;9.80;76.00;0.00;0.00;0.00;0.00;24.99;228.50
2018;01;03;04;00;9.99;76.00;0.00;0.00;0.00;0.00;26.98;225.00
2018;01;03;05;00;10.99;74.00;0.00;0.00;0.00;0.00;29.53;225.99
2018;01;03;06;00;11.37;72.00;0.00;0.10;0.00;0.00;37.02;229.34
2018;01;03;07;00;12.05;72.00;0.00;0.10;0.00;0.00;46.25;238.04
2018;01;03;08;00;12.45;72.00;0.00;0.10;0.00;0.00;53.46;244.47
2018;01;03;09;00;11.95;73.00;0.20;0.50;0.00;0.00;56.14;252.84
2018;01;03;10;00;11.56;70.00;0.70;0.20;0.00;0.00;57.64;257.01
2018;01;03;11;00;10.35;75.00;0.60;1.00;0.00;0.00;51.84;263.22
2018;01;03;12;00;9.71;74.00;1.00;0.90;0.00;0.00;51.15;272.02
2018;01;03;13;00;6.31;79.00;1.70;1.30;0.00;0.00;41.06;295.44
2018;01;03;14;00;8.09;69.00;0.70;1.00;0.00;0.00;46.05;279.90
2018;01;03;15;00;7.67;69.00;0.20;0.20;0.00;0.00;42.86;271.93
2018;01;03;16;00;7.26;70.00;0.00;0.00;0.00;0.00;41.40;269.50
2018;01;03;17;00;6.77;73.00;0.00;0.00;0.00;0.00;39.99;267.94
2018;01;03;18;00;6.39;74.00;0.00;0.00;0.00;0.00;41.07;267.99
2018;01;03;19;00;6.24;77.00;0.00;0.00;0.00;0.00;40.72;267.47
2018;01;03;20;00;6.31;78.00;0.00;0.00;0.00;0.00;40.02;266.91
2018;01;03;21;00;6.34;79.00;0.00;0.00;0.00;0.00;38.24;266.22
2018;01;03;22;00;6.55;80.00;0.00;0.20;0.00;0.00;37.25;264.45
2018;01;03;23;00;6.74;80.00;0.00;0.30;0.00;0.00;35.79;264.81
2018;01;04;00;00;6.90;81.00;0.00;0.30;0.00;0.00;35.64;270.00
2018;01;04;01;00;7.24;83.00;0.00;0.30;0.00;0.00;30.60;261.20
2018;01;04;02;00;6.62;83.00;0.00;0.40;0.00;0.00;34.65;265.83
2018;01;04;03;00;6.51;85.00;0.00;0.40;0.00;0.00;26.99;260.79
2018;01;04;04;00;6.58;83.00;0.00;0.40;0.00;0.00;30.41;263.88
2018;01;04;05;00;6.70;84.00;0.20;0.40;0.00;0.00;25.58;256.16
2018;01;04;06;00;7.07;84.00;0.50;0.60;0.00;0.00;22.55;253.30
2018;01;04;07;00;7.04;82.00;1.10;0.90;0.00;0.00;10.20;227.86
2018;01;04;08;00;7.26;84.00;0.60;1.30;0.00;0.00;7.79;236.31
2018;01;04;09;00;9.00;87.00;0.50;1.30;0.00;0.00;11.62;253.81
2018;01;04;10;00;11.00;81.00;0.90;1.20;0.00;0.00;27.79;253.44
2018;01;04;11;00;11.49;80.00;2.10;0.90;0.00;0.00;36.86;257.59
2018;01;04;12;00;12.41;78.00;0.50;1.10;0.00;0.00;42.21;261.66
2018;01;04;13;00;13.09;79.00;0.10;1.30;0.00;0.00;42.16;262.15
2018;01;04;14;00;12.76;80.00;0.10;1.70;0.00;0.00;42.08;259.65
2018;01;04;15;00;12.62;81.00;0.50;1.70;0.00;0.00;41.66;257.52
2018;01;04;16;00;12.62;80.00;0.50;1.90;0.00;0.00;41.13;256.33
2018;01;04;17;00;12.41;79.00;0.50;1.80;0.00;0.00;35.76;253.02
2018;01;04;18;00;12.17;81.00;0.80;1.80;0.00;0.00;37.83;253.98
2018;01;04;19;00;12.21;80.00;0.90;1.80;0.00;0.00;38.08;254.65
2018;01;04;20;00;11.92;82.00;0.80;2.10;0.00;0.00;37.14;253.67
2018;01;04;21;00;11.81;81.00;0.60;2.00;0.00;0.00;36.32;252.10
2018;01;04;22;00;11.59;81.00;0.60;1.90;0.00;0.00;35.41;251.01
2018;01;04;23;00;11.51;80.00;0.30;1.70;0.00;0.00;34.04;252.14
2018;01;05;00;00;11.30;77.00;0.00;1.30;0.00;0.00;31.43;249.90
2018;01;05;01;00;11.17;77.00;0.10;0.60;0.00;0.00;29.83;250.25
2018;01;05;02;00;10.84;77.00;1.00;0.00;0.00;0.00;29.18;254.25
2018;01;05;03;00;10.14;81.00;1.10;0.00;0.00;0.00;22.86;262.76
2018;01;05;04;00;9.90;83.00;0.10;0.00;0.00;0.00;15.54;256.61
2018;01;05;05;00;9.92;82.00;0.10;0.10;0.00;0.00;16.28;251.97
2018;01;05;06;00;9.07;82.00;0.00;0.00;0.00;0.00;12.10;247.25
2018;01;05;07;00;8.76;83.00;0.00;0.00;0.00;0.00;11.49;237.80
2018;01;05;08;00;9.52;81.00;0.00;0.00;0.00;0.00;15.46;242.24
2018;01;05;09;00;9.72;80.00;0.00;0.00;0.00;0.00;14.12;250.64
2018;01;05;10;00;11.39;76.00;0.00;0.00;0.00;0.00;18.39;246.95
2018;01;05;11;00;12.14;66.00;0.10;0.10;0.00;0.00;20.95;245.64
2018;01;05;12;00;13.06;63.00;0.00;0.20;0.00;0.00;20.47;246.14
2018;01;05;13;00;14.54;65.00;0.50;0.40;0.00;0.00;20.09;233.75
2018;01;05;14;00;13.71;67.00;0.00;0.70;0.00;0.00;21.82;232.37
2018;01;05;15;00;13.33;69.00;0.10;0.80;0.00;0.00;21.27;236.04
2018;01;05;16;00;14.01;64.00;0.00;0.10;0.00;0.00;20.57;237.14
2018;01;05;17;00;13.02;70.00;0.00;0.20;0.00;0.00;16.12;209.43
2018;01;05;18;00;11.86;75.00;0.00;0.10;0.00;0.00;15.58;213.69
2018;01;05;19;00;11.93;73.00;0.00;0.10;0.00;0.00;11.30;239.35
2018;01;05;20;00;11.31;80.00;0.20;0.40;0.00;0.00;11.25;277.35
2018;01;05;21;00;10.10;97.00;0.40;0.60;0.00;0.00;7.70;322.59
2018;01;05;22;00;9.84;97.00;0.80;0.90;0.00;0.00;3.96;360.00
2018;01;05;23;00;9.51;96.00;0.20;0.90;0.00;0.00;4.45;104.04
2018;01;06;00;00;9.01;96.00;0.10;0.80;0.00;0.00;8.65;106.93
2018;01;06;01;00;8.65;95.00;0.20;0.50;0.00;0.00;9.45;107.74
2018;01;06;02;00;8.71;91.00;0.00;0.30;0.00;0.00;11.17;110.77
2018;01;06;03;00;8.68;90.00;0.00;0.20;0.00;0.00;11.44;114.15
2018;01;06;04;00;8.66;88.00;0.00;0.10;0.00;0.00;11.97;111.16
2018;01;06;05;00;8.44;85.00;0.00;0.00;0.00;0.00;10.59;107.82
2018;01;06;06;00;7.96;87.00;0.00;0.10;0.00;0.00;10.95;117.41
2018;01;06;07;00;7.61;89.00;0.00;0.10;0.00;0.00;8.50;126.38
2018;01;06;08;00;6.80;95.00;0.00;0.00;0.00;0.00;9.09;123.69
2018;01;06;09;00;6.10;94.00;0.00;0.00;0.00;0.00;9.83;118.44
2018;01;06;10;00;7.12;90.00;0.00;0.00;0.00;0.00;10.79;115.71
2018;01;06;11;00;9.20;79.00;0.00;0.00;0.00;0.00;13.38;113.81
2018;01;06;12;00;10.42;74.00;0.00;0.00;0.00;0.00;12.86;107.93
2018;01;06;13;00;11.82;71.00;0.00;0.00;0.00;0.00;16.86;106.11
2018;01;06;14;00;12.29;67.00;0.00;0.00;0.00;0.00;16.52;106.46
2018;01;06;15;00;12.37;68.00;0.00;0.00;0.00;0.00;15.48;107.59
2018;01;06;16;00;11.73;71.00;0.00;0.00;0.00;0.00;13.10;105.95
2018;01;06;17;00;10.59;73.00;0.00;0.00;0.00;0.00;11.30;99.16
2018;01;06;18;00;9.08;82.00;0.00;0.00;0.00;0.00;9.03;94.57
2018;01;06;19;00;7.49;89.00;0.00;0.00;0.00;0.00;6.64;102.53
2018;01;06;20;00;6.93;88.00;0.00;0.00;0.00;0.00;5.32;118.30
2018;01;06;21;00;6.90;83.00;0.00;0.00;0.00;0.00;6.76;115.20
2018;01;06;22;00;6.55;82.00;0.00;0.00;0.00;0.00;7.42;112.83
2018;01;06;23;00;5.99;81.00;0.00;0.00;0.00;0.00;8.71;119.74
2018;01;07;00;00;6.24;74.00;0.00;0.00;0.00;0.00;9.20;120.58
2018;01;07;01;00;6.36;71.00;0.00;0.00;0.00;0.00;9.51;119.48
2018;01;07;02;00;6.23;71.00;0.00;0.00;0.00;0.00;11.30;112.48
2018;01;07;03;00;5.87;72.00;0.00;0.00;0.00;0.00;11.84;109.54
2018;01;07;04;00;5.42;77.00;0.00;0.00;0.00;0.00;11.73;107.88
2018;01;07;05;00;5.00;81.00;0.00;0.00;0.00;0.00;10.79;115.71
2018;01;07;06;00;5.05;82.00;0.00;0.00;0.00;0.00;6.76;115.20
2018;01;07;07;00;5.22;80.00;0.00;0.00;0.00;0.00;0.80;63.43
2018;01;07;08;00;4.50;83.00;0.00;0.00;0.00;0.00;4.51;331.39
2018;01;07;09;00;4.21;87.00;0.00;0.00;0.00;0.00;4.38;279.46
2018;01;07;10;00;5.19;86.00;0.00;0.00;0.00;0.00;5.01;291.04
2018;01;07;11;00;5.88;88.00;0.00;0.00;0.00;0.00;5.62;320.19
2018;01;07;12;00;6.41;91.00;0.00;0.00;0.00;0.00;8.16;311.42
2018;01;07;13;00;6.46;90.00;0.00;0.00;0.00;0.00;8.65;315.00
2018;01;07;14;00;7.74;87.00;0.00;0.00;0.00;0.00;6.88;317.12
2018;01;07;15;00;8.71;84.00;0.00;0.00;0.00;0.00;7.20;323.13
2018;01;07;16;00;9.24;82.00;0.00;0.00;0.00;0.00;8.50;323.62
2018;01;07;17;00;8.64;85.00;0.00;0.00;0.00;0.00;6.92;308.66
2018;01;07;18;00;7.92;88.00;0.00;0.00;0.00;0.00;6.62;292.38
2018;01;07;19;00;7.30;90.00;0.00;0.00;0.00;0.00;4.74;278.75
2018;01;07;20;00;6.91;92.00;0.00;0.00;0.00;0.00;2.90;277.13
2018;01;07;21;00;6.88;92.00;0.00;0.00;0.00;0.00;2.16;270.00
2018;01;07;22;00;6.47;95.00;0.00;0.00;0.00;0.00;0.72;360.00
2018;01;07;23;00;6.14;96.00;0.00;0.00;0.00;0.00;3.08;20.56
2018;01;08;00;00;5.70;96.00;0.00;0.00;0.00;0.00;2.28;18.43
2018;01;08;01;00;4.87;95.00;0.00;0.00;0.00;0.00;0.80;63.43
2018;01;08;02;00;4.35;95.00;0.00;0.00;0.00;0.00;1.08;360.00
2018;01;08;03;00;4.07;95.00;0.00;0.00;0.00;0.00;1.44;270.00
2018;01;08;04;00;4.06;95.00;0.00;0.00;0.00;0.00;4.10;254.74
2018;01;08;05;00;3.86;95.00;0.00;0.00;0.00;0.00;2.52;270.00
2018;01;08;06;00;3.35;95.00;0.00;0.00;0.00;0.00;1.44;360.00
2018;01;08;07;00;3.18;95.00;0.00;0.00;0.00;0.00;0.36;270.00
2018;01;08;08;00;3.01;95.00;0.00;0.00;0.00;0.00;1.30;56.31
2018;01;08;09;00;3.07;95.00;0.00;0.00;0.00;0.00;2.74;23.20
2018;01;08;10;00;3.57;94.00;0.00;0.00;0.00;0.00;5.41;356.19
2018;01;08;11;00;4.45;93.00;0.00;0.00;0.00;0.00;3.55;336.04
2018;01;08;12;00;5.71;89.00;0.00;0.00;0.00;0.00;5.90;307.57
2018;01;08;13;00;11.10;64.00;0.00;0.00;0.00;0.00;7.99;82.23
2018;01;08;14;00;12.27;62.00;0.00;0.00;0.00;0.00;8.09;69.15
2018;01;08;15;00;12.51;63.00;0.00;0.00;0.00;0.00;6.62;67.62
2018;01;08;16;00;12.18;66.00;0.00;0.00;0.00;0.00;3.08;20.56
2018;01;08;17;00;8.79;84.00;0.00;0.00;0.00;0.00;9.18;334.44
2018;01;08;18;00;7.01;90.00;0.00;0.00;0.00;0.00;5.01;291.04
2018;01;08;19;00;6.60;89.00;0.00;0.00;0.00;0.00;2.52;90.00
2018;01;08;20;00;6.47;89.00;0.00;0.00;0.00;0.00;8.31;94.97
2018;01;08;21;00;6.71;84.00;0.00;0.00;0.00;0.00;11.89;88.26
2018;01;08;22;00;6.92;82.00;0.00;0.00;0.00;0.00;10.11;85.91
2018;01;08;23;00;7.72;76.00;0.00;0.00;0.00;0.00;7.93;92.60
2018;01;09;00;00;7.77;70.00;0.00;0.00;0.00;0.00;6.12;90.00
2018;01;09;01;00;7.00;74.00;0.00;0.00;0.00;0.00;3.96;90.00
2018;01;09;02;00;5.98;79.00;0.00;0.00;0.00;0.00;4.21;19.98
2018;01;09;03;00;3.97;93.00;0.00;0.00;0.00;0.00;6.11;315.00
2018;01;09;04;00;3.67;96.00;0.00;0.00;0.00;0.00;10.66;281.69
2018;01;09;05;00;4.16;94.00;0.00;0.00;0.00;0.00;0.80;116.57
2018;01;09;06;00;4.07;95.00;0.00;0.00;0.00;0.00;7.24;116.57
2018;01;09;07;00;4.72;91.00;0.00;0.00;0.00;0.00;10.00;120.26
2018;01;09;08;00;4.94;90.00;0.00;0.00;0.00;0.00;10.50;120.96
2018;01;09;09;00;5.16;89.00;0.00;0.00;0.00;0.00;7.90;120.07
2018;01;09;10;00;6.13;89.00;0.00;0.00;0.00;0.00;8.83;101.77
2018;01;09;11;00;8.26;80.00;0.00;0.00;0.00;0.00;13.21;107.45
2018;01;09;12;00;9.47;75.00;0.00;0.00;0.00;0.00;8.67;94.76
2018;01;09;13;00;9.82;68.00;0.00;0.00;0.00;0.00;11.84;109.54
2018;01;09;14;00;11.19;63.00;0.00;0.00;0.00;0.00;11.50;110.14
2018;01;09;15;00;11.99;63.00;0.00;0.00;0.00;0.00;8.47;102.26
2018;01;09;16;00;11.25;66.00;0.00;0.00;0.00;0.00;6.38;343.61
2018;01;09;17;00;11.26;64.00;0.00;0.00;0.00;0.00;5.69;288.43
2018;01;09;18;00;11.20;64.00;0.00;0.00;0.00;0.00;5.01;248.96
2018;01;09;19;00;10.09;62.00;0.00;0.30;0.00;0.00;5.35;199.65
2018;01;09;20;00;8.81;62.00;0.00;0.10;0.00;0.00;9.34;207.55
2018;01;09;21;00;8.81;61.00;0.00;0.00;0.00;0.00;6.49;213.69
2018;01;09;22;00;9.09;58.00;0.00;0.00;0.00;0.00;3.60;216.87
2018;01;09;23;00;8.69;56.00;0.00;0.00;0.00;0.00;9.16;225.00
2018;01;10;00;00;8.05;57.00;0.00;0.00;0.00;0.00;17.94;231.52
2018;01;10;01;00;7.52;61.00;0.00;0.00;0.00;0.00;16.55;225.88
2018;01;10;02;00;7.12;64.00;0.00;0.00;0.00;0.00;8.85;206.57
2018;01;10;03;00;7.48;61.00;0.00;0.00;0.00;0.00;6.84;180.00
2018;01;10;04;00;7.51;58.00;0.00;0.00;0.00;0.00;6.83;161.57
2018;01;10;05;00;6.80;60.00;0.00;0.00;0.00;0.00;9.66;153.43
2018;01;10;06;00;5.18;66.00;0.00;0.00;0.00;0.00;11.09;144.25
2018;01;10;07;00;4.95;67.00;0.00;0.00;0.00;0.00;10.51;128.05
2018;01;10;08;00;4.24;74.00;0.00;0.00;0.00;0.00;10.09;124.82
2018;01;10;09;00;4.57;72.00;0.00;0.00;0.00;0.00;10.95;133.67
2018;01;10;10;00;6.98;57.00;0.00;0.00;0.00;0.00;9.45;162.26
2018;01;10;11;00;8.89;48.00;0.00;0.00;0.00;0.00;11.66;188.88
2018;01;10;12;00;10.26;50.00;0.00;0.00;0.00;0.00;11.30;232.77
2018;01;10;13;00;11.05;50.00;0.00;0.00;0.00;0.00;10.03;201.04
2018;01;10;14;00;11.35;42.00;0.00;0.00;0.00;0.00;18.36;208.07
2018;01;10;15;00;10.94;45.00;0.00;0.00;0.00;0.00;19.60;224.26
2018;01;10;16;00;9.83;52.00;0.00;0.00;0.00;0.00;15.55;222.18
2018;01;10;17;00;9.18;58.00;0.00;0.00;0.00;0.00;13.04;207.98
2018;01;10;18;00;8.48;62.00;0.00;0.00;0.00;0.00;10.95;207.41
2018;01;10;19;00;6.74;66.00;0.00;0.00;0.00;0.00;12.10;202.75
2018;01;10;20;00;6.08;68.00;0.00;0.00;0.00;0.00;9.42;186.58
2018;01;10;21;00;6.39;66.00;0.00;0.00;0.00;0.00;7.52;163.30
2018;01;10;22;00;5.76;68.00;0.00;0.00;0.00;0.00;8.71;141.71
2018;01;10;23;00;4.05;77.00;0.00;0.00;0.00;0.00;8.94;139.90
2018;01;11;00;00;4.34;75.00;0.00;0.00;0.00;0.00;8.65;135.00
2018;01;11;01;00;5.87;70.00;0.00;0.00;0.00;0.00;7.65;138.81
2018;01;11;02;00;6.71;71.00;0.00;0.00;0.00;0.00;5.90;142.43
2018;01;11;03;00;5.70;80.00;0.00;0.00;0.00;0.00;6.12;208.07
2018;01;11;04;00;5.14;91.00;0.40;0.00;0.00;0.00;2.31;231.34
2018;01;11;05;00;4.63;95.00;0.60;0.00;0.00;0.00;7.42;75.96
2018;01;11;06;00;4.46;94.00;0.30;0.10;0.00;0.00;8.76;99.46
2018;01;11;07;00;4.26;92.00;0.10;0.10;0.00;0.00;6.44;116.57
2018;01;11;08;00;4.20;88.00;0.00;0.10;0.00;0.00;4.51;118.61
2018;01;11;09;00;4.40;87.00;0.00;0.00;0.00;0.00;4.39;124.99
2018;01;11;10;00;5.24;86.00;0.00;0.00;0.00;0.00;3.42;108.43
2018;01;11;11;00;6.61;78.00;0.00;0.00;0.00;0.00;3.62;84.29
2018;01;11;12;00;7.66;73.00;0.00;0.00;0.00;0.00;3.71;29.05
2018;01;11;13;00;8.11;72.00;0.00;0.00;0.00;0.00;4.74;351.25
2018;01;11;14;00;8.46;71.00;0.00;0.00;0.00;0.00;7.75;338.20
2018;01;11;15;00;8.73;72.00;0.00;0.00;0.00;0.00;11.17;339.23
2018;01;11;16;00;8.28;75.00;0.00;0.00;0.00;0.00;13.01;345.58
2018;01;11;17;00;7.85;76.00;0.00;0.00;0.00;0.00;11.73;342.12
2018;01;11;18;00;7.50;81.00;0.00;0.00;0.00;0.00;12.07;342.65
2018;01;11;19;00;7.01;83.00;0.00;0.20;0.00;0.00;12.02;351.38
2018;01;11;20;00;6.65;86.00;0.00;0.90;0.00;0.00;11.61;352.87
2018;01;11;21;00;6.40;88.00;0.00;0.70;0.00;0.00;9.47;351.25
2018;01;11;22;00;6.07;90.00;0.00;0.70;0.00;0.00;7.34;348.69
2018;01;11;23;00;5.74;91.00;0.00;0.50;0.00;0.00;5.80;352.87
2018;01;12;00;00;5.36;94.00;0.00;0.40;0.00;0.00;3.24;360.00
2018;01;12;01;00;5.02;95.00;0.00;0.20;0.00;0.00;3.08;339.44
2018;01;12;02;00;4.76;94.00;0.00;0.10;0.00;0.00;5.90;322.43
2018;01;12;03;00;4.56;94.00;0.00;0.00;0.00;0.00;6.11;315.00
2018;01;12;04;00;4.38;94.00;0.00;0.10;0.00;0.00;5.62;309.81
2018;01;12;05;00;4.20;92.00;0.00;0.10;0.00;0.00;6.41;321.84
2018;01;12;06;00;3.92;94.00;0.00;0.20;0.00;0.00;5.50;328.39
2018;01;12;07;00;3.78;95.00;0.00;0.20;0.00;0.00;4.20;329.04
2018;01;12;08;00;3.73;96.00;0.00;0.20;0.00;0.00;3.40;327.99
2018;01;12;09;00;3.97;95.00;0.00;0.10;0.00;0.00;2.62;344.05
2018;01;12;10;00;4.78;92.00;0.00;0.10;0.00;0.00;3.42;18.43
2018;01;12;11;00;6.11;85.00;0.00;0.00;0.00;0.00;6.70;36.25
2018;01;12;12;00;7.23;72.00;0.00;0.00;0.00;0.00;9.18;41.82
2018;01;12;13;00;5.13;79.00;0.00;0.00;0.00;0.00;6.29;346.76
2018;01;12;14;00;4.66;86.00;0.00;0.00;0.00;0.00;8.71;330.26
2018;01;12;15;00;4.32;87.00;0.00;0.00;0.00;0.00;6.79;327.99
2018;01;12;16;00;4.45;85.00;0.00;0.00;0.00;0.00;5.62;320.19
2018;01;12;17;00;4.49;86.00;0.10;0.00;0.00;0.00;5.15;294.78
2018;01;12;18;00;4.62;87.00;0.00;0.00;0.00;0.00;6.12;298.07
2018;01;12;19;00;4.59;89.00;0.00;0.00;0.00;0.00;6.37;312.71
2018;01;12;20;00;4.41;90.00;0.00;0.00;0.00;0.00;4.39;325.01
2018;01;12;21;00;4.34;90.00;0.00;0.00;0.00;0.00;1.80;360.00
2018;01;12;22;00;4.11;92.00;0.00;0.00;0.00;0.00;5.40;90.00
2018;01;12;23;00;3.96;92.00;0.00;0.00;0.00;0.00;6.29;76.76
2018;01;13;00;00;3.48;91.00;0.00;0.00;0.00;0.00;5.96;64.98
2018;01;13;01;00;2.24;91.00;0.00;0.00;0.00;0.00;5.59;104.93
2018;01;13;02;00;1.77;90.00;0.00;0.00;0.00;0.00;6.79;122.01
2018;01;13;03;00;1.28;89.00;0.00;0.00;0.00;0.00;6.76;115.20
2018;01;13;04;00;1.18;90.00;0.00;0.00;0.00;0.00;6.79;122.01
2018;01;13;05;00;1.36;90.00;0.00;0.00;0.00;0.00;7.99;125.84
2018;01;13;06;00;1.28;90.00;0.00;0.00;0.00;0.00;9.69;121.33
2018;01;13;07;00;0.98;90.00;0.00;0.00;0.00;0.00;14.17;117.22
2018;01;13;08;00;0.61;91.00;0.00;0.00;0.00;0.00;16.92;119.29
2018;01;13;09;00;0.48;89.00;0.00;0.00;0.00;0.00;20.81;120.11
2018;01;13;10;00;1.04;83.00;0.00;0.00;0.00;0.00;23.68;118.12
2018;01;13;11;00;1.96;78.00;0.00;0.00;0.00;0.00;23.99;117.72
2018;01;13;12;00;3.20;73.00;0.00;0.00;0.00;0.00;23.19;115.77
2018;01;13;13;00;5.07;68.00;0.00;0.00;0.00;0.00;18.53;114.08
2018;01;13;14;00;6.17;63.00;0.00;0.00;0.00;0.00;16.85;109.98
2018;01;13;15;00;6.77;61.00;0.00;0.00;0.00;0.00;15.03;106.70
2018;01;13;16;00;6.72;63.00;0.00;0.00;0.00;0.00;12.73;98.13
2018;01;13;17;00;5.70;67.00;0.00;0.00;0.00;0.00;12.65;94.90
2018;01;13;18;00;4.12;76.00;0.00;0.00;0.00;0.00;13.21;107.45
2018;01;13;19;00;2.68;83.00;0.00;0.00;0.00;0.00;11.62;106.19
2018;01;13;20;00;1.22;90.00;0.00;0.00;0.00;0.00;9.00;106.26
2018;01;13;21;00;0.24;95.00;0.00;0.00;0.00;0.00;8.37;115.46
2018;01;13;22;00;-0.05;94.00;0.00;0.00;0.00;0.00;8.40;120.96
2018;01;13;23;00;0.37;91.00;0.00;0.00;0.00;0.00;8.59;123.02
2018;01;14;00;00;1.35;84.00;0.00;0.00;0.00;0.00;9.03;113.50
2018;01;14;01;00;1.06;84.00;0.00;0.00;0.00;0.00;9.23;110.56
2018;01;14;02;00;0.49;87.00;0.00;0.00;0.00;0.00;10.50;112.17
2018;01;14;03;00;0.14;89.00;0.00;0.00;0.00;0.00;12.18;108.97
2018;01;14;04;00;-0.30;92.00;0.00;0.00;0.00;0.00;12.90;112.99
2018;01;14;05;00;-0.35;91.00;0.00;0.00;0.00;0.00;14.18;113.96
2018;01;14;06;00;-0.24;88.00;0.00;0.00;0.00;0.00;15.04;111.04
2018;01;14;07;00;0.03;84.00;0.00;0.00;0.00;0.00;16.92;113.84
2018;01;14;08;00;-0.05;82.00;0.00;0.00;0.00;0.00;17.58;112.89
